Summary of the properties of the SDSS/DR16 quasars included in the classification. 
We list: 
1. the quasar name in the SDSS convention
2. the right ascension (deg.)
3. the declination (deg.) 
4. the quasar redshift from the SDSS pipeline 
5. the S/N measured at 1150A in the quasar rest-frame
6. a flag indicating if the quasar is a ``Science Primary" observation (Y or N)
7. a flag indicating if the quasar is included in the training set (Y or N)
8. a flag describing the outcome of the classification (1: quasar with LLS; 2: quasar without LLS; 4: non quasar)
9. the measured redshift of the LLS. 

--
1                     2         3          4      5   6 7 8 9
spec-4482-55617-0370 118.74283 20.0680490 3.552 16.0 Y N 1 3.493
spec-4482-55617-0398 118.47895 19.6109720 3.818 11.9 Y N 1 3.814
spec-4482-55617-0902 120.11912 21.6027670 3.998  4.8 Y N 1 3.579
spec-4482-55617-0960 120.37000 21.2324100 3.793  5.2 Y N 2 0.000
spec-4483-55587-0218 126.46029 19.7934690 3.726  3.7 Y N 1 3.555
spec-4483-55587-0271 126.19325 20.2150440 3.739 13.2 Y N 2 0.000
spec-4483-55587-0312 126.03097 20.2645570 3.924  3.9 Y N 2 0.000
spec-4484-55565-0114 129.68332 20.0899590 3.588 18.2 N N 1 3.423
spec-4484-55565-0120 129.63470 20.0283590 3.891 26.6 N N 1 3.513
spec-4484-55565-0322 128.63833 19.0061370 3.613  9.4 Y N 1 3.623
spec-4484-55565-0730 128.88989 20.5145030 3.592 20.2 Y N 1 3.580
spec-4484-55565-0784 129.25748 21.7001250 3.766  7.7 Y N 1 3.757
spec-4485-55836-0084 117.75939 18.7472370 3.773 11.9 Y N 1 3.427
spec-4485-55836-0720 116.68029 21.1486090 3.510 18.5 N N 2 0.000
spec-4486-55588-0524 122.74644 19.6503720 3.594  5.9 Y N 1 3.542
spec-4487-55866-0434 120.25013 18.6559260 3.738  7.0 Y N 1 3.505
spec-4487-55866-0574 120.20950 19.3496950 3.983 18.4 N N 1 3.970
spec-4487-55866-0802 121.27228 19.5650600 3.965  2.7 Y N 1 3.685
spec-4487-55866-0998 122.42468 19.3046640 3.683  8.6 Y N 2 0.000
spec-4489-55545-0108 128.87965 18.0362900 3.816  2.7 Y N 2 0.000
spec-4489-55545-0848 128.56505 18.5241370 3.659  9.3 N N 1 3.464
spec-4490-55629-0800 118.83256 18.8909910 3.909  4.9 Y N 1 3.473
spec-4490-55629-0940 119.46763 18.2272340 3.575  6.2 Y N 1 3.314
spec-4491-55570-0158 126.41788 17.6826720 3.634 21.2 Y N 2 0.000
spec-4491-55570-0348 125.39940 17.4561310 3.840  4.9 Y N 1 3.629
spec-4491-55570-0802 126.16970 18.0688910 3.834  6.0 Y N 1 3.749
spec-4492-55565-0698 116.11570 17.7055740 3.593 15.0 Y N 2 0.000
spec-4492-55565-0852 116.80523 17.9967420 3.740 10.4 Y N 1 3.583
spec-4492-55565-0878 116.81129 18.2345240 3.770  6.6 Y N 1 3.482
spec-4493-55585-0044 123.84999 16.2878560 3.573  1.9 Y N 1 3.524
spec-4493-55585-0432 122.03242 16.6493150 3.644  9.6 Y N 1 3.392
spec-4493-55585-0718 122.71721 18.2923950 3.708  3.3 Y N 1 3.756
spec-4494-55569-0112 121.19369 16.3953580 3.777  8.8 Y N 1 3.751
spec-4494-55569-0301 120.17063 16.1536360 3.562  9.7 Y N 2 0.000
spec-4495-55566-0364 117.71134 15.0666430 3.796  5.2 Y N 2 0.000
spec-4496-55544-0274 127.40701 15.7035170 3.884  1.9 Y N 2 0.000
spec-4496-55544-0348 127.05761 15.6634000 3.837  3.4 Y N 1 3.697
spec-4496-55544-0352 126.90085 15.6590610 3.982  7.1 Y N 1 3.897
spec-4496-55544-1000   0.00000  0.0000000 3.664 23.3 N N 2 0.000
spec-4497-55564-0125 116.60741 14.6349430 3.573  7.6 Y N 2 0.000
spec-4497-55564-0292 115.98820 14.4711730 3.927 11.7 Y N 1 3.818
spec-4497-55564-0516 114.82986 15.8626620 3.741 13.6 Y N 1 3.690
spec-4497-55564-0904 117.04780 16.9226040 3.534  7.2 Y N 1 3.278
spec-4498-55615-0213 125.15041 15.5016750 3.812 20.4 Y N 2 0.000
spec-4498-55615-0336 124.50070 15.4588480 3.504 19.5 Y N 1 3.391
spec-4498-55615-0730 124.72012 15.9376580 3.815  5.3 Y N 1 3.682
spec-4498-55615-0980 125.84718 15.8685680 3.793 12.6 Y N 2 0.000
spec-4499-55572-0138 122.91254 14.3231990 3.717  3.3 Y N 1 3.506
spec-4499-55572-0360 121.99622 15.1466470 3.619  8.1 Y N 2 0.000
spec-4499-55572-0604 121.78544 15.7214950 3.943  3.3 Y N 1 3.978
spec-4499-55572-0860 122.85139 15.4651970 3.537 11.5 Y N 1 3.359
spec-4500-55543-0190 129.93930 14.0240280 3.589 13.9 Y N 1 3.490
spec-4500-55543-0874 130.04839 15.4044150 3.526 18.9 Y N 1 3.496
spec-4500-55543-0928 130.36921 14.8501580 3.552  0.0 Y N 4 0.000
spec-4501-55590-0148 120.52296 13.8760050 3.559 11.1 Y N 2 0.000
spec-4501-55590-0280 120.03031 14.2835480 3.807  5.5 Y N 1 3.436
spec-4501-55590-0462 118.96840 13.7642170 3.670 18.5 N N 2 0.000
spec-4501-55590-0848 120.61058 15.3179140 3.740  6.0 Y N 1 3.622
spec-4502-55569-0698 117.28516 14.0904100 3.863  6.8 Y N 1 3.510
spec-4503-55563-0018 128.24571 13.7156190 3.753  8.2 Y N 1 3.731
spec-4503-55563-0418 126.21575 13.3766720 3.721 10.8 Y N 1 3.303
spec-4503-55563-0612 126.15218 14.5568410 3.883 13.5 Y N 1 3.472
spec-4503-55563-0624 126.34690 15.0182840 3.682 11.1 Y N 2 0.000
spec-4503-55563-0780 127.01405 14.1718620 3.677  7.0 Y N 2 0.000
spec-4504-55571-0256 124.22952 12.4414380 3.536 10.4 Y N 1 3.451
spec-4504-55571-0633 123.57435 14.1529320 3.622  7.2 Y N 1 3.496
spec-4504-55571-0650 123.77458 13.7205910 3.741 11.3 Y N 1 3.496
spec-4504-55571-0748 124.14329 14.7701300 3.846 11.2 Y N 1 3.815
spec-4504-55571-0944 125.31498 14.1972810 3.880  2.3 Y N 2 0.000
spec-4505-55603-0092 122.51840 12.1678650 3.613 15.6 Y N 1 3.621
spec-4505-55603-0258 121.53629 11.9508410 3.751 19.2 Y N 1 3.641
spec-4505-55603-0526 120.38038 13.0624300 3.773  8.2 Y N 1 3.643
spec-4505-55603-0816 121.79478 13.2943030 3.717 14.9 Y N 2 0.000
spec-4506-55568-0164 119.68395 11.0413270 3.689  2.9 Y N 2 0.000
spec-4506-55568-0206 119.34663 10.9712960 3.982  3.3 Y N 2 0.000
spec-4506-55568-0348 118.87991 12.0684490 3.693  9.3 Y N 1 3.674
spec-4506-55568-0354 118.72597 11.8423320 3.665  2.6 Y N 2 0.000
spec-4506-55568-0534 118.18324 12.6637670 3.614 13.7 Y N 1 3.264
spec-4506-55568-0662 118.96840 13.7642170 3.671 19.6 Y N 2 0.000
spec-4507-55564-0364 128.13223 10.9032530 3.540  6.8 N N 1 3.359
spec-4507-55564-0738 128.46880 12.2388010 3.685  1.0 Y N 1 3.656
spec-4507-55564-0782 128.84372 13.4951170 3.714 19.5 Y N 1 3.769
spec-4508-55600-0092 126.87679 10.7536480 3.979  4.7 Y N 1 3.631
spec-4508-55600-0432 125.12814 11.2516090 3.548  8.2 Y N 2 0.000
spec-4509-55574-0857 124.05232 11.1408100 3.614  9.3 Y N 1 3.423
spec-4509-55574-0992 125.05568 11.4350920 3.503  4.0 Y N 1 3.650
spec-4510-55559-0234 121.13983 10.3178780 3.724  5.9 Y N 2 0.000
spec-4510-55559-0382 120.38138  9.9618181 3.919  8.2 Y N 1 3.887
spec-4510-55559-0441 120.25881  9.4174243 3.759  6.3 N N 1 3.646
spec-4510-55559-0443 119.98870  9.6725688 3.629 14.4 N N 1 3.277
spec-4510-55559-0476 119.92165 10.1653310 3.846 10.1 Y N 1 3.425
spec-4510-55559-0558 119.86441 11.2293890 3.884  4.0 Y N 1 3.689
spec-4510-55559-0994 122.43376 11.0128300 3.688  2.3 Y N 1 3.535
spec-4511-55602-0526 117.59526 10.9738610 3.998  4.3 Y N 1 3.743
spec-4511-55602-0848 119.02311 10.6702220 3.664  5.8 Y N 1 3.699
spec-4526-55559-0822 121.63678 45.7852920 3.940  5.6 Y N 2 0.000
spec-4527-55590-0001 123.64669 50.4962970 3.763 28.1 N N 1 3.714
spec-4527-55590-0336 120.75205 50.0588710 3.798 11.8 N N 1 3.377
spec-4528-55559-0550 120.69113 53.2490210 3.839  6.1 Y N 1 3.555
spec-4528-55559-0807 122.51637 52.4188220 3.865 17.5 Y N 2 0.000
spec-4529-55563-0078 124.87362 53.8114580 3.615  7.6 N N 1 3.403
spec-4530-55564-0138  29.00041  9.6168956 3.695  7.1 N N 1 3.551
spec-4530-55564-0831  28.78211 10.9543280 3.993  6.1 N N 1 3.712
spec-4530-55564-0930  29.30768 10.4621880 3.671 11.5 Y N 2 0.000
spec-4531-55563-0622  28.69975  9.2725236 3.638 29.3 Y N 1 3.358
spec-4532-55559-0289  26.66765  6.7019957 3.597 22.2 Y N 1 3.573
spec-4532-55559-0784  26.84271  9.4838200 3.864  2.2 Y N 1 3.708
spec-4533-55855-0970   3.89790  7.6104325 3.673 41.2 Y N 1 3.488
spec-4534-55863-0280   1.36101  8.9563795 3.626  4.5 N N 2 0.000
spec-4534-55863-0480   0.36850  8.6759863 3.729 10.1 Y N 1 3.370
spec-4534-55863-0526   0.36666  9.3033973 3.778 20.2 Y N 1 3.697
spec-4535-55860-0315   0.08948  6.3710284 3.534 13.6 Y N 1 3.334
spec-4535-55860-0866   0.88536  8.6197580 3.877  4.3 N N 1 3.800
spec-4535-55860-0976   1.22956  7.5075034 3.781  5.6 N N 2 0.000
spec-4536-55857-0058   4.52681  8.4962592 3.734 11.5 Y N 2 0.000
spec-4537-55806-0182   5.28681  6.8523990 3.796  6.6 N N 1 3.562
spec-4537-55806-0439   4.15615  7.1240907 3.800  1.4 N N 1 3.667
spec-4537-55806-0556   4.14580  7.7938815 3.708  3.9 N N 1 3.614
spec-4539-55865-0192   7.44611  6.8148752 3.666 10.1 Y N 1 3.686
spec-4539-55865-0778   7.29643  7.6186956 3.694  7.8 Y N 2 0.000
spec-4539-55865-0989   8.35823  7.7981826 3.975  3.1 N N 1 3.902
spec-4540-55863-0161   8.35823  7.7981826 3.968  6.9 Y N 1 3.914
spec-4541-55882-0002  10.70341  6.9327417 3.699 12.1 Y N 2 0.000
spec-4541-55882-0208   9.60582  6.5784772 3.523 14.0 Y N 1 3.326
spec-4541-55882-0572   8.53195  7.5757856 3.527 14.2 Y N 1 3.275
spec-4542-55833-0288  10.42392  8.1172880 3.793  5.3 Y N 1 3.818
spec-4543-55888-0627  11.05874  8.7222513 3.926 10.1 Y N 1 3.808
spec-4543-55888-0670  11.26387  8.6585964 3.561 42.7 Y N 2 0.000
spec-4543-55888-0824  11.87573  8.7929253 3.836  7.8 Y N 1 3.790
spec-4544-55855-0428  12.11330  9.0232392 3.834  4.2 N N 1 3.825
spec-4545-55567-0200  26.34620 10.0415260 3.728  9.2 Y N 1 3.468
spec-4545-55567-0912  26.75324 10.8287370 3.722  5.5 N N 2 0.000
spec-4547-55893-0123  15.65852  8.6310029 3.691 15.6 Y N 2 0.000
spec-4547-55893-0863  15.73100 10.7098820 3.528 16.6 Y N 2 0.000
spec-4547-55893-0870  15.65031 10.4862630 3.608 29.4 Y N 1 3.595
spec-4547-55893-0944  16.08868 10.6565740 3.914  2.8 Y N 1 3.718
spec-4548-55565-0532  22.96831  9.8234446 3.848  8.4 Y N 2 0.000
spec-4548-55565-0822  24.52204 10.8963870 3.711  7.9 Y N 1 3.537
spec-4550-55894-0732  16.08759  8.0419807 3.846  7.3 N N 1 3.569
spec-4550-55894-0816  16.44434  7.8344036 3.737  7.4 N N 1 3.713
spec-4550-55894-0960  17.25995  8.4874391 3.843 12.5 Y N 1 3.597
spec-4551-55569-0482  16.07138  9.0568163 3.760  5.4 Y N 2 0.000
spec-4551-55569-0714  17.32302 10.3570660 3.678  3.1 N N 1 3.596
spec-4551-55569-0720  17.22664 10.4124880 3.626  5.6 N N 2 0.000
spec-4551-55569-0727  17.23047  9.8991400 3.576 10.5 Y N 1 3.506
spec-4552-55884-0028  22.87910  9.6765289 3.738  2.5 N N 1 3.588
spec-4552-55884-0044  22.80522  8.8793274 3.542 45.3 Y N 1 3.432
spec-4553-55584-0106  23.41029  7.3528906 3.914  3.5 N N 1 3.716
spec-4553-55584-0424  22.02481  7.3598933 3.866 10.0 N N 1 3.434
spec-4554-56193-0222  18.51994  7.2663523 3.671  5.3 Y N 1 3.552
spec-4554-56193-0292  18.22653  7.0428414 3.707  1.5 Y N 1 3.748
spec-4554-56193-0512  17.03684  8.4396987 3.586 10.0 Y N 1 3.547
spec-4554-56193-0942  19.29929  8.8222623 3.728  9.3 Y N 1 3.402
spec-4556-55912-0026  22.02481  7.3598933 3.865 13.4 Y N 1 3.425
spec-4556-55912-0116  21.52914  7.6541446 3.741  8.4 Y N 1 3.536
spec-4557-55588-0476 154.75750 41.9320260 3.663 10.3 Y N 2 0.000
spec-4558-55569-0038 158.27437 39.6091930 3.696 15.8 N N 1 3.474
spec-4558-55569-0568 155.78371 40.7368230 3.972  4.7 Y N 2 0.000
spec-4558-55569-0820 157.32038 40.2528660 3.701  9.7 Y N 2 0.000
spec-4558-55569-0926 158.19257 40.9157290 3.553 11.3 N N 1 3.386
spec-4558-55569-0990 158.59428 40.6478510 3.867  7.1 Y N 2 0.000
spec-4559-55597-0374 157.02729 37.0570160 3.810  3.9 Y N 2 0.000
spec-4559-55597-0758 157.70102 39.2095300 3.726 16.7 Y N 1 3.488
spec-4559-55597-0890 158.51615 38.0467940 3.568 29.5 Y N 1 3.560
spec-4559-55597-0894 158.44070 38.3367650 3.632  8.8 Y N 1 3.471
spec-4560-55575-0006 160.39637 35.2174040 3.902  4.8 Y N 2 0.000
spec-4560-55575-0052 159.70566 34.5607770 3.917  6.8 N N 2 0.000
spec-4560-55575-0370 158.31076 34.8533430 3.812 13.9 Y N 1 3.443
spec-4561-55614-0318 152.79485 42.6603190 3.563 31.2 Y N 1 3.398
spec-4561-55614-0854 153.75018 43.1613870 3.805  4.6 Y N 2 0.000
spec-4562-55570-0040 155.32318 40.3573960 3.730  6.3 N N 2 0.000
spec-4562-55570-0562 152.85679 41.3843900 3.720  5.1 Y N 2 0.000
spec-4562-55570-0619 152.91463 41.1756250 3.818  4.4 Y N 2 0.000
spec-4562-55570-0630 152.83670 40.8511900 3.884 10.9 Y N 1 3.621
spec-4563-55617-0130 155.73598 37.3384140 3.983 18.0 Y N 2 0.000
spec-4563-55617-0219 155.28999 37.1786040 3.675 14.7 Y N 1 3.654
spec-4563-55617-0372 154.47106 36.6652180 3.608  3.8 N N 1 3.614
spec-4563-55617-0504 153.34023 38.5249040 3.700  2.7 N N 2 0.000
spec-4563-55617-0506 153.44235 38.3707200 3.994  3.1 N N 1 3.741
spec-4563-55617-0684 154.63411 38.5099190 3.805 10.6 Y N 2 0.000
spec-4563-55617-0770 155.15482 38.5087610 3.524  9.5 Y N 1 3.256
spec-4564-55570-0014 157.72621 35.7409290 3.719 17.3 Y N 1 3.525
spec-4564-55570-0028 157.36885 35.3977840 3.963  4.9 Y N 1 3.837
spec-4564-55570-0466 154.85307 35.5910230 3.744 13.7 Y N 2 0.000
spec-4564-55570-0688 155.76828 36.1812950 3.593  9.4 N N 2 0.000
spec-4564-55570-0714 155.87682 36.5099190 3.704  5.5 N N 2 0.000
spec-4564-55570-0718 155.92750 36.5515340 3.755  2.5 Y N 1 3.757
spec-4564-55570-0804 156.42524 36.3535380 3.766 17.6 Y N 2 0.000
spec-4564-55570-0852 156.48584 35.9066180 3.627 12.0 Y N 1 3.445
spec-4565-55591-0400 149.01208 42.0407140 3.600 23.0 Y N 2 0.000
spec-4565-55591-0920 150.71594 43.4208170 3.795  2.8 Y N 1 3.915
spec-4565-55591-0988 151.61214 43.0522480 3.771  6.8 Y N 1 3.608
spec-4566-55630-0606 150.17127 40.9942180 3.797 22.3 Y N 2 0.000
spec-4566-55630-0842 151.63877 41.1948310 3.724  2.7 Y N 1 3.677
spec-4566-55630-0988 152.81213 41.1430490 3.608  4.9 N N 1 3.503
spec-4567-55589-0938 153.34023 38.5249040 3.700  6.1 N N 2 0.000
spec-4568-55600-0065 154.85307 35.5910230 3.737  9.8 N N 1 3.387
spec-4568-55600-0518 151.93684 35.9994470 3.629  4.5 Y N 1 3.493
spec-4569-55631-0434 145.96143 42.8848710 3.681 19.0 Y N 1 3.528
spec-4569-55631-0506 145.13676 43.4721250 3.836  5.4 Y N 1 3.420
spec-4569-55631-0780 147.01036 43.1205650 3.729 12.6 Y N 1 3.536
spec-4570-55623-0280 149.33500 38.0078360 3.808  6.0 Y N 1 3.843
spec-4570-55623-0464 147.76235 38.0006860 3.684  3.1 N N 1 3.693
spec-4570-55623-0796 149.07732 39.2994690 3.614  6.1 N N 1 3.474
spec-4570-55623-0819 149.38345 38.5742200 3.696  7.8 Y N 1 3.686
spec-4571-55629-0082 146.34230 39.4886430 3.723  5.1 Y N 1 3.673
spec-4571-55629-0154 145.99016 40.3183300 3.857  2.7 N N 1 3.392
spec-4571-55629-0696 144.99346 41.1536310 3.694 10.0 Y N 1 3.450
spec-4571-55629-0916 146.28893 41.4680050 3.724  4.5 N N 1 3.546
spec-4571-55629-0974 146.84249 40.6205960 3.762  3.5 Y N 1 3.577
spec-4572-55622-0062 147.76235 38.0006860 3.683  4.2 N N 2 0.000
spec-4572-55622-0226 146.46509 37.0896090 3.767  8.7 Y N 2 0.000
spec-4572-55622-0320 146.08258 37.7692580 3.712 12.4 Y N 2 0.000
spec-4572-55622-0702 146.43086 39.8329100 3.983 13.3 Y N 1 3.460
spec-4572-55622-0810 146.79806 39.0839770 3.800 18.7 Y N 1 3.341
spec-4573-55587-0048 149.16238 35.5746320 3.737  2.8 N N 2 0.000
spec-4573-55587-0352 147.39401 36.0457200 3.876  7.4 N N 2 0.000
spec-4573-55587-0442 146.70360 35.4161400 3.755 11.1 Y N 2 0.000
spec-4573-55587-0992 149.71604 36.4925400 3.923  2.3 N N 2 0.000
spec-4574-55621-0672 143.28768 39.3440100 3.668 21.6 Y N 1 3.630
spec-4574-55621-0920 144.68670 39.2226850 3.829  0.0 Y N 4 0.000
spec-4575-55590-0522 143.76034 36.9111390 3.640  9.8 Y N 2 0.000
spec-4575-55590-0894 145.98653 36.5020660 3.864 14.1 Y N 1 3.549
spec-4576-55592-0604 141.49727 36.7870530 3.885  8.8 Y N 1 3.352
spec-4576-55592-0798 142.38951 37.0024470 3.505  2.5 N N 1 3.656
spec-4576-55592-0955 143.93045 36.9923790 3.631  3.1 N N 2 0.000
spec-4576-55592-0962 143.76034 36.9111390 3.638  5.5 N N 2 0.000
spec-4601-55589-0148 179.64544 32.1065980 3.592 15.3 Y N 1 3.307
spec-4601-55589-0304 178.76524 31.8071480 3.817  0.0 Y N 4 0.000
spec-4601-55589-0412 178.17593 31.6353180 3.513  8.8 N N 1 3.408
spec-4601-55589-0726 178.88728 32.6007260 3.900  8.7 Y N 1 3.674
spec-4602-55644-0324 133.21497 34.1405930 3.654 13.5 Y N 1 3.455
spec-4603-55999-0198 137.79947 42.2190120 3.904  3.6 N N 1 3.787
spec-4603-55999-0498 135.72570 41.5851400 3.709  3.1 Y N 1 3.503
spec-4603-55999-0692 136.85758 42.4133140 3.897  4.9 Y N 1 3.722
spec-4603-55999-0734 137.02305 42.4446220 3.864  2.0 Y N 1 3.639
spec-4604-55983-0084 135.00120 40.7680040 3.533  6.9 Y N 1 3.447
spec-4604-55983-0814 134.37285 42.0151730 3.520 21.0 N N 2 0.000
spec-4604-55983-0852 134.73964 42.4928310 3.957  6.2 Y N 1 3.479
spec-4605-55971-0158 136.52946 39.8887800 3.717 13.5 Y N 1 3.714
spec-4606-56223-0048 132.38508 40.3797830 3.715 26.8 Y N 1 3.324
spec-4606-56223-0408 130.78003 40.6074340 3.855 10.4 Y N 1 3.425
spec-4606-56223-0717 131.04235 42.2230960 3.798 15.2 Y N 1 3.605
spec-4607-56248-0226 133.38659 39.5302360 3.979  4.7 Y N 2 0.000
spec-4608-55973-0008 136.14147 36.8191220 3.604  6.6 N N 1 3.444
spec-4609-56251-0386 131.31834 36.5360810 3.727  3.0 Y N 1 3.701
spec-4609-56251-0512 130.63865 36.8583200 3.768  8.2 Y N 1 3.672
spec-4610-55621-0126 182.18304 34.3767760 3.875  4.4 Y N 1 3.744
spec-4610-55621-0372 180.99613 34.1873000 3.755 25.7 Y N 1 3.717
spec-4610-55621-0548 180.22831 35.8349160 3.667 11.3 N N 1 3.623
spec-4610-55621-0766 181.65392 35.5568550 3.839  8.3 Y N 2 0.000
spec-4611-55603-0120 182.48258 32.6402310 3.800  8.7 Y N 2 0.000
spec-4611-55603-0238 181.85444 32.6022920 3.798  8.4 Y N 1 3.334
spec-4611-55603-0253 181.65230 32.0026020 3.802  5.7 Y N 2 0.000
spec-4611-55603-0417 180.93976 31.6654580 3.859 10.5 Y N 1 3.621
spec-4611-55603-0574 180.59982 32.8498350 3.696 30.5 Y N 2 0.000
spec-4611-55603-0664 181.12006 33.9530030 3.657 17.8 Y N 2 0.000
spec-4611-55603-0682 181.19647 33.1607650 3.674 13.9 Y N 2 0.000
spec-4612-55590-0886 184.51593 33.8549930 3.916  5.1 Y N 1 3.878
spec-4613-55591-0660 183.41566 35.7657900 3.553 29.0 Y N 1 3.468
spec-4613-55591-0937 184.71816 35.8776830 3.629 25.1 N N 2 0.000
spec-4614-55604-0308 176.69754 32.2026140 3.845 14.5 Y N 1 3.766
spec-4614-55604-0555 175.49234 33.5672460 3.826  3.4 Y N 2 0.000
spec-4614-55604-0712 176.63834 33.7343650 3.688  5.4 Y N 1 3.537
spec-4615-55618-0336 172.95101 35.1468750 3.789  6.6 Y N 1 3.576
spec-4615-55618-0520 171.87848 36.1004190 3.589  6.6 N N 1 3.432
spec-4616-55617-0400 173.63786 33.1996170 3.966  1.5 N N 1 3.863
spec-4616-55617-0746 174.28540 34.7478200 3.889 12.7 Y N 1 3.690
spec-4616-55617-0818 174.76300 33.9174160 3.947 18.8 N N 1 3.443
spec-4617-55617-0040 172.31529 38.4975530 3.820  5.1 Y N 1 3.663
spec-4617-55617-0104 171.67048 38.0565770 3.811 18.7 Y N 2 0.000
spec-4617-55617-0304 170.46692 37.9376340 3.553 12.4 Y N 2 0.000
spec-4617-55617-0554 169.34787 39.1984930 3.569  7.0 Y N 1 3.391
spec-4617-55617-0718 170.56628 39.2914140 3.520 11.8 Y N 1 3.475
spec-4617-55617-0836 171.19201 39.2674730 3.608  5.4 Y N 1 3.587
spec-4618-55600-0596 170.31496 36.5013490 3.553  3.1 N N 1 3.450
spec-4618-55600-0862 171.81359 36.9043520 3.805  6.7 Y N 1 3.728
spec-4619-55599-0242 172.11261 32.7091110 3.741  7.6 Y N 1 3.698
spec-4619-55599-0544 170.50312 34.4301250 3.888  3.5 N N 1 3.854
spec-4619-55599-0622 171.06219 34.5102940 3.912  6.1 N N 1 3.903
spec-4619-55599-0854 172.50095 34.7738890 3.601 23.3 N N 2 0.000
spec-4620-55652-0058 168.55001 40.5661010 3.598 13.5 Y N 1 3.523
spec-4620-55652-0478 165.89755 41.2249980 3.603  6.9 Y N 2 0.000
spec-4620-55652-0776 167.45257 41.4995140 3.627  8.4 Y N 2 0.000
spec-4620-55652-0874 168.00731 42.0676440 3.829  0.0 Y N 4 0.000
spec-4621-55649-0268 167.84054 38.5840020 3.681 10.2 Y N 2 0.000
spec-4621-55649-0294 167.68235 38.2164270 3.627 16.3 Y N 2 0.000
spec-4621-55649-0618 167.10988 39.1177050 3.910  2.5 Y N 2 0.000
spec-4622-55629-0388 167.59972 36.1997160 3.647  3.3 Y N 2 0.000
spec-4622-55629-0436 167.54193 36.4873270 3.780  3.7 N N 1 3.716
spec-4622-55629-0518 166.69421 36.6479340 3.816  4.4 N N 2 0.000
spec-4622-55629-0923 169.45172 37.3397430 3.626  1.3 Y N 2 0.000
spec-4623-55621-0366 168.72423 33.2151960 3.635 13.2 Y N 1 3.453
spec-4623-55621-0564 168.27253 34.8680530 3.652  5.2 N N 1 3.607
spec-4623-55621-0648 168.82488 34.8917270 3.521 18.0 Y N 2 0.000
spec-4625-55632-0025 166.66658 38.8369870 3.774  5.1 Y N 1 3.382
spec-4625-55632-0324 164.92283 38.8980590 3.518 10.8 Y N 1 3.371
spec-4625-55632-0670 164.69505 40.5132480 3.957  4.4 N N 1 3.757
spec-4626-55647-0026 167.01596 36.5327250 3.869  3.2 Y N 1 3.735
spec-4626-55647-0304 165.36648 36.5080830 3.738 16.8 Y N 2 0.000
spec-4626-55647-0381 164.89307 36.5000350 3.774 12.5 Y N 1 3.813
spec-4626-55647-0932 166.70781 37.7821160 3.831  0.0 Y N 4 0.000
spec-4627-55626-0358 166.58370 34.6684830 3.746  8.5 Y N 1 3.612
spec-4627-55626-0490 165.59769 34.2763770 3.652  4.7 N N 2 0.000
spec-4627-55626-0920 167.83156 35.4281050 3.853  3.6 N N 1 3.486
spec-4628-55646-0448 160.99051 41.1735150 3.793  6.5 N N 1 3.583
spec-4629-55630-0210 163.18949 39.2631580 3.947 18.3 Y N 1 3.923
spec-4629-55630-0526 161.19702 40.3014070 3.618  5.9 Y N 1 3.556
spec-4629-55630-0560 161.37378 40.3183250 3.771  3.0 Y N 2 0.000
spec-4630-55623-0900 163.89056 37.4285480 3.984  0.0 Y N 4 0.000
spec-4630-55623-0952 164.39667 38.2947050 3.575  3.0 N N 2 0.000
spec-4631-55617-0312 163.96587 34.5088020 3.703 19.2 Y N 1 3.670
spec-4631-55617-0551 162.95609 35.8609540 3.761 14.6 Y N 2 0.000
spec-4631-55617-0888 164.88696 35.2167770 3.664 23.1 Y N 1 3.442
spec-4632-55644-0321 158.58514 41.8270950 3.954  8.2 Y N 1 3.847
spec-4632-55644-0550 157.73316 43.3438150 3.702  7.9 Y N 1 3.505
spec-4633-55620-0408 158.72357 39.5243990 3.816  0.0 Y N 4 0.000
spec-4633-55620-0466 158.27437 39.6091930 3.693 13.7 Y N 1 3.473
spec-4633-55620-0552 158.19257 40.9157290 3.555  7.8 Y N 1 3.417
spec-4633-55620-0995 161.19702 40.3014070 3.618  4.8 N N 1 3.356
spec-4634-55626-0124 161.12698 36.5396590 3.682  7.4 Y N 1 3.561
spec-4634-55626-0188 160.87143 36.9869890 3.948 10.1 Y N 2 0.000
spec-4634-55626-0611 159.60085 37.8843110 3.604  4.2 N N 1 3.433
spec-4635-55615-0428 160.39637 35.2174040 3.899  4.7 N N 1 3.466
spec-4635-55615-0486 159.70925 34.9716000 3.631  6.0 N N 1 3.510
spec-4635-55615-0542 159.99266 36.6095170 3.899 10.6 Y N 1 3.482
spec-4635-55615-0712 161.12698 36.5396590 3.685  6.6 N N 1 3.565
spec-4636-55945-0132 148.58872 39.7537290 3.738  2.5 N N 1 3.730
spec-4636-55945-0326 147.58117 39.4135170 3.867  1.9 Y N 1 3.709
spec-4638-55956-0158 144.48122 42.7657520 3.791  2.6 Y N 2 0.000
spec-4638-55956-0436 142.58158 42.6344660 3.741 10.3 Y N 1 3.521
spec-4638-55956-0556 142.16330 43.5451090 3.698  4.2 N N 2 0.000
spec-4638-55956-0868 144.46565 43.8676030 3.763  2.9 N N 2 0.000
spec-4639-55944-0310 140.48184 42.5501120 3.812 12.5 Y N 1 3.654
spec-4639-55944-0358 140.14955 42.5881930 3.653  5.2 Y N 1 3.343
spec-4639-55944-0768 140.74215 43.0033830 3.685  8.0 Y N 1 3.488
spec-4639-55944-0960 142.16330 43.5451090 3.697  4.3 N N 2 0.000
